num
35
35
35
34
34
34
34
34
34
34
34
35
34
35
35
35
36
36
36
45
44
44
45
45
45
45
43
44
44
44
44
45
45
45
46
46
46
46
44
44
44
44
44
44
35
35
35
45
36
36
35
35
35
34
34
34
36
36
35
35
34
29
27
27
35
28
28
34
34
34
34
36
33
31
28
28
29
27
27
27
27
26
25
28
29
28
28
28
27
29
28
29
28
28
28
28
29
28
31
33
34
34
36
35
36
34
35
35
34
34
34
34
34
34
34
34
34
34
35
35
35
35
35
34
34
34
34
36
36
36
35
35
35
36
36
36
36
36
36
36
36
36
36
36
36
34
34
34
34
34
36
36
35
35
35
35
35
35
35
35
35
35
48
43
44
44
44
45
45
44
44
44
35
35
35
35
35
43
43
39
39
39
39
39
43
49
50
51
52
52
55
55
59
59
58
59
60
45
60
45
45
42
41
41
42
42
42
43
43
43
43
43
43
56
56
56
50
49
56
49
48
48
49
49
49
49
49
48
48
48
48
48
45
45
45
38
45
44
59
60
59
50
50
49
49
48
48
41
41
41
41
41
41
44
44
44
43
43
45
45
44
49
55
49
49
49
49
49
49
55
55
56
57
40
40
40
39
43
57
57
57
56
57
56
66
67
66
66
49
49
71
70
70
71
71
55
55
49
48
42
42
42
41
41
41
41
48
49
50
56
56
56
56
56
49
48
48
48
48
48
48
48
56
56
48
48
56
56
56
56
55
55
55
55
55
55
49
49
45
45
45
45
45
45
45
45
45
45
45
45
43
43
44
44
44
47
47
46
45
48
47
48
48
48
48
56
57
57
58
59
47
44
44
44
44
47
48
51
55
39
39
36
36
36
37
36
36
41
43
43
43
43
43
43
42
42
42
42
42
45
44
44
44
44
44
55
52
50
50
41
41
41
40
40
40
40
41
36
36
36
36
35
35
35
35
36
36
34
34
34
34
35
35
36
36
35
35
35
35
35
34
36
34
34
34
34
34
34
35
35
35
36
36
36
36
36
36
51
52
52
52
55
66
65
64
65
65
65
66
65
67
67
74
54
54
54
54
54
54
58
54
47
47
47
47
47
46
46
47
47
47
56
56
56
57
57
58
58
58
61
59
58
59
46
58
58
58
57
58
59
58
58
57
57
56
57
56
56
57
57
58
59
56
48
48
46
48
48
49
57
55
55
55
55
55
55
54
53
53
53
53
54
55
55
55
55
42
42
35
35
36
36
36
36
36
36
37
36
36
61
60
60
35
35
35
42
41
41
55
56
56
56
57
57
55
56
55
55
55
55
52
52
54
54
52
55
55
