num
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
42
44
48
55
57
55
55
55
55
41
41
48
48
25
0
40
0
0
1204
41
41
39
39
39
41
48
54
6
43
44
44
44
44
48
42
41
40
41
48
45
55
55
48
48
48
48
48
48
49
47
47
48
47
49
48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
